channel,id,url,timespan,text,image,likes,comments,shares
bbcnews,10157728122492217,https://m.facebook.com/story.php?story_fbid=10157728122492217&id=228735667216,1.8913888888888888,Remembering 100 NHS workers who have died,1.0,2327.0,333.0,544
bbcnews,10157728074267217,https://m.facebook.com/story.php?story_fbid=10157728074267217&id=228735667216,2.3202777777777777,Rising virus care home toll leads to record deaths,1.0,950.0,197.0,186
bbcnews,10157727901822217,https://m.facebook.com/story.php?story_fbid=10157727901822217&id=228735667216,3.8133333333333335,Top NYC coronavirus doctor takes her own life,1.0,5854.0,1533.0,3332
bbcnews,10157727795172217,https://m.facebook.com/story.php?story_fbid=10157727795172217&id=228735667216,4.589444444444443,How NZ beat the virus and got its coffee back,1.0,3488.0,440.0,846
bbcnews,10157727671812217,https://m.facebook.com/story.php?story_fbid=10157727671812217&id=228735667216,5.345833333333333,UK to hold minute's silence for fallen key workers,1.0,4552.0,524.0,1085
bbcnews,10157727554722217,https://m.facebook.com/story.php?story_fbid=10157727554722217&id=228735667216,6.088888888888889,Trump 'can't imagine why' disinfectant calls spiked,1.0,1261.0,1130.0,792
bbcnews,10157727467892217,https://m.facebook.com/story.php?story_fbid=10157727467892217&id=228735667216,6.831388888888888,"Bereaved frontline families entitled to £60,000",1.0,2573.0,541.0,573
bbcnews,10157727302467217,https://m.facebook.com/story.php?story_fbid=10157727302467217&id=228735667216,8.338888888888889,Cuban doctors go to South Africa to fight Covid-19,1.0,17942.0,866.0,4801
bbcnews,10157726825737217,https://m.facebook.com/story.php?story_fbid=10157726825737217&id=228735667216,11.355833333333333,El Salvador gangs 'taking advantage of pandemic',1.0,2293.0,176.0,422
bbcnews,10157726679662217,https://m.facebook.com/story.php?story_fbid=10157726679662217&id=228735667216,12.325555555555557,Notre-Dame repairs start up again amid lockdown,1.0,3463.0,219.0,675
bbcnews,10157726552787217,https://m.facebook.com/story.php?story_fbid=10157726552787217&id=228735667216,13.2625,Are Trump's daily briefings over?,1.0,1790.0,1253.0,1201
bbcnews,10157726401812217,https://m.facebook.com/story.php?story_fbid=10157726401812217&id=228735667216,14.403055555555556,El Paso victim dies after nine months in hospital,1.0,1683.0,212.0,339
bbcnews,10157726250342217,https://m.facebook.com/story.php?story_fbid=10157726250342217&id=228735667216,15.224444444444444,UK failed to stockpile crucial protective kit,1.0,2780.0,1885.0,3341
bbcnews,10157725908457217,https://m.facebook.com/story.php?story_fbid=10157725908457217&id=228735667216,17.245833333333334,Return to school 'in children's interests',1.0,2887.0,1353.0,2308
bbcnews,10157725758767217,https://m.facebook.com/story.php?story_fbid=10157725758767217&id=228735667216,18.023611111111116,Greggs to begin reopening its shops amid lockdown,1.0,2926.0,1082.0,1348
bbcnews,10157725580657217,https://m.facebook.com/story.php?story_fbid=10157725580657217&id=228735667216,18.919444444444444,Coronavirus alert: Rare syndrome seen in UK children,1.0,7649.0,1482.0,2901
bbcnews,10157725231047217,https://m.facebook.com/story.php?story_fbid=10157725231047217&id=228735667216,20.789444444444445,Hospital makes visors for front-line staff,1.0,6617.0,255.0,1099
bbcnews,10157725059552217,https://m.facebook.com/story.php?story_fbid=10157725059552217&id=228735667216,21.78833333333333,Saudi Arabia ends execution of minors,1.0,2323.0,532.0,579
bbcnews,10157724618087217,https://m.facebook.com/story.php?story_fbid=10157724618087217&id=228735667216,23.918055555555554,Viral WhatsApp messages 'drop 70%',1.0,2741.0,246.0,635
bbcnews,10157724403902217,https://m.facebook.com/story.php?story_fbid=10157724403902217&id=228735667216,1.300277777777778,Forest fire 'caused by disposable barbecue',1.0,2395.0,557.0,630
bbcnews,10157724307527217,https://m.facebook.com/story.php?story_fbid=10157724307527217&id=228735667216,2.2380555555555555,The US resistance to a continued lockdown,1.0,3850.0,1463.0,3660
bbcnews,10157724218382217,https://m.facebook.com/story.php?story_fbid=10157724218382217&id=228735667216,3.0275,Calls to UK domestic abuse helpline jump by half,1.0,6798.0,1309.0,2248
bbcnews,10157724122302217,https://m.facebook.com/story.php?story_fbid=10157724122302217&id=228735667216,3.841388888888889,English teacher 'energised' by providing online lessons during lockdown,1.0,1748.0,129.0,292
bbcnews,10157723984342217,https://m.facebook.com/story.php?story_fbid=10157723984342217&id=228735667216,4.617222222222222,Italy moves to ease Europe's longest lockdown,1.0,5956.0,248.0,1085
bbcnews,10157723877937217,https://m.facebook.com/story.php?story_fbid=10157723877937217&id=228735667216,5.328888888888889,Captain Tom given 100th birthday postmark,1.0,21794.0,507.0,1501
bbcnews,10157723795652217,https://m.facebook.com/story.php?story_fbid=10157723795652217&id=228735667216,6.041388888888888,Coronavirus 'currently eliminated' in New Zealand,1.0,31393.0,1263.0,7093
bbcnews,10157723693347217,https://m.facebook.com/story.php?story_fbid=10157723693347217&id=228735667216,6.700277777777778,Lockdown halts athlete's cancer drug trial hope,1.0,2398.0,551.0,481
bbcnews,10157723539347217,https://m.facebook.com/story.php?story_fbid=10157723539347217&id=228735667216,7.696666666666666,Italy's PM outlines lockdown easing measures,1.0,5320.0,250.0,1036
bbcnews,10157723394172217,https://m.facebook.com/story.php?story_fbid=10157723394172217&id=228735667216,8.64,"French police seize 140,000 black market masks",1.0,1330.0,80.0,249
bbcnews,10157723297107217,https://m.facebook.com/story.php?story_fbid=10157723297107217&id=228735667216,9.624722222222225,India's circuses struggle to survive the lockdown,1.0,1549.0,370.0,415
bbcnews,10157723188747217,https://m.facebook.com/story.php?story_fbid=10157723188747217&id=228735667216,10.631388888888887,Yemen separatists declare self-rule in south,1.0,1710.0,131.0,266
bbcnews,10157723042332217,https://m.facebook.com/story.php?story_fbid=10157723042332217&id=228735667216,11.65,Million Australians download coronavirus tracing app,1.0,6094.0,685.0,1711
bbcnews,10157722847412217,https://m.facebook.com/story.php?story_fbid=10157722847412217&id=228735667216,12.675277777777776,The new house rules of my life under lockdown,1.0,887.0,155.0,129
bbcnews,10157722696052217,https://m.facebook.com/story.php?story_fbid=10157722696052217&id=228735667216,13.718333333333335,Spain records lowest daily death toll in a month,1.0,14692.0,367.0,1175
bbcnews,10157722298322217,https://m.facebook.com/story.php?story_fbid=10157722298322217&id=228735667216,15.744444444444444,Auschwitz survivor Henri Kichka dies of Covid-19,1.0,11077.0,1766.0,3441
bbcnews,10157722134457217,https://m.facebook.com/story.php?story_fbid=10157722134457217&id=228735667216,16.731944444444444,Five firms seeing sales boom despite the lockdown,1.0,1009.0,125.0,153
bbcnews,10157721753087217,https://m.facebook.com/story.php?story_fbid=10157721753087217&id=228735667216,18.81055555555556,Tributes paid to 'Britain's oldest daredevil',1.0,4064.0,395.0,846
bbcnews,10157721385512217,https://m.facebook.com/story.php?story_fbid=10157721385512217&id=228735667216,20.685277777777774,Muslims mark Ramadan under lockdowns,1.0,4201.0,714.0,985
bbcnews,10157721004307217,https://m.facebook.com/story.php?story_fbid=10157721004307217&id=228735667216,22.729444444444447,The billionaire trying to stop coronavirus (and fix China's image),1.0,7246.0,1244.0,2240
bbcnews,10157720852397217,https://m.facebook.com/story.php?story_fbid=10157720852397217&id=228735667216,23.74944444444445,Should women be eligible for US military draft?,1.0,5006.0,1445.0,4943
bbcnews,10157720646947217,https://m.facebook.com/story.php?story_fbid=10157720646947217&id=228735667216,0.8205555555555556,PM's return to work 'a boost for the country',1.0,11929.0,1900.0,3732
bbcnews,10157720428842217,https://m.facebook.com/story.php?story_fbid=10157720428842217&id=228735667216,2.8522222222222213,Military pop-up sites to start coronavirus testing,1.0,3282.0,240.0,687
bbcnews,10157720269847217,https://m.facebook.com/story.php?story_fbid=10157720269847217&id=228735667216,3.908888888888889,"Virus 'victim', 74, found alive after ashes mix-up",1.0,3014.0,296.0,704
bbcnews,10157720139207217,https://m.facebook.com/story.php?story_fbid=10157720139207217&id=228735667216,4.725,PC makes baby's birth after speedy Covid-19 test,1.0,5121.0,201.0,798
bbcnews,10157719845977217,https://m.facebook.com/story.php?story_fbid=10157719845977217&id=228735667216,6.7475,Belgium unveils plans to lift lockdown,1.0,5219.0,579.0,1245
bbcnews,10157719745282217,https://m.facebook.com/story.php?story_fbid=10157719745282217&id=228735667216,7.675277777777778,'They had no idea the hell they were going to face',1.0,1611.0,216.0,290
bbcnews,10157719617392217,https://m.facebook.com/story.php?story_fbid=10157719617392217&id=228735667216,8.692777777777778,Jersey becomes first British Isle to enforce smacking ban,1.0,4746.0,1269.0,2176
bbcnews,10157719465362217,https://m.facebook.com/story.php?story_fbid=10157719465362217&id=228735667216,9.684722222222222,Family 'shocked' by slithering toilet snake,1.0,1511.0,577.0,808
bbcnews,10157719335537217,https://m.facebook.com/story.php?story_fbid=10157719335537217&id=228735667216,10.699444444444444,France bans online sales of nicotine products,1.0,735.0,138.0,130
bbcnews,10157719116517217,https://m.facebook.com/story.php?story_fbid=10157719116517217&id=228735667216,11.745,Giving birth during the lockdown,1.0,2788.0,246.0,523
bbcnews,10157718956797217,https://m.facebook.com/story.php?story_fbid=10157718956797217&id=228735667216,12.623333333333333,South Africa announces easing of lockdown,1.0,3372.0,186.0,567
bbcnews,10157718713267217,https://m.facebook.com/story.php?story_fbid=10157718713267217&id=228735667216,13.723611111111113,"Don't issue virus ‘immunity passports’, WHO says",1.0,3458.0,560.0,1120
bbcnews,10157718235942217,https://m.facebook.com/story.php?story_fbid=10157718235942217&id=228735667216,16.218611111111112,'Revenge porn' lockdown surge hits helpline,1.0,831.0,194.0,213
bbcnews,10157717847787217,https://m.facebook.com/story.php?story_fbid=10157717847787217&id=228735667216,18.399722222222227,"Worldwide virus death toll climbs to 200,000",1.0,4209.0,650.0,1423
bbcnews,10157717689892217,https://m.facebook.com/story.php?story_fbid=10157717689892217&id=228735667216,19.18888888888889,Covid recovery plan 'must tackle climate change',1.0,8056.0,593.0,2075
bbcnews,10157717374532217,https://m.facebook.com/story.php?story_fbid=10157717374532217&id=228735667216,21.343888888888888,The teen who disappeared during lockdown,1.0,1624.0,160.0,324
bbcnews,10157717177392217,https://m.facebook.com/story.php?story_fbid=10157717177392217&id=228735667216,22.260277777777773,"UK hospital coronavirus deaths pass 20,000",1.0,15124.0,3297.0,6667
bbcnews,10157717003587217,https://m.facebook.com/story.php?story_fbid=10157717003587217&id=228735667216,23.258055555555554,Has Sweden got its coronavirus science right?,1.0,2268.0,502.0,826
bbcnews,10157716838192217,https://m.facebook.com/story.php?story_fbid=10157716838192217&id=228735667216,0.4241666666666667,UK coronavirus tests gone within hour of site reopening,1.0,2773.0,269.0,481
bbcnews,10157716608522217,https://m.facebook.com/story.php?story_fbid=10157716608522217&id=228735667216,2.1969444444444446,"Seek urgent medical care if needed, UK told",1.0,1848.0,268.0,357
bbcnews,10157716396842217,https://m.facebook.com/story.php?story_fbid=10157716396842217&id=228735667216,3.8075,"US states partly reopen as Covid-19 deaths top 50,000",1.0,3195.0,990.0,1549
bbcnews,10157716027827217,https://m.facebook.com/story.php?story_fbid=10157716027827217&id=228735667216,5.714444444444443,"War veteran, 98, recovers from coronavirus",1.0,28418.0,669.0,2307
bbcnews,10157715815632217,https://m.facebook.com/story.php?story_fbid=10157715815632217&id=228735667216,7.093611111111112,The NHS staff living away from their families,1.0,5624.0,270.0,1190
bbcnews,10157715583147217,https://m.facebook.com/story.php?story_fbid=10157715583147217&id=228735667216,8.985555555555555,'Everything's cancelled': Influencers and coronavirus,1.0,8477.0,2263.0,4930
bbcnews,10157715552892217,https://m.facebook.com/story.php?story_fbid=10157715552892217&id=228735667216,9.253611111111109,"Covid-19 doctors: Notes on hope, fear and longing",1.0,2823.0,178.0,572
bbcnews,10157715187922217,https://m.facebook.com/story.php?story_fbid=10157715187922217&id=228735667216,11.698888888888886,Victoria's Secret shifts image with new faces,1.0,1577.0,237.0,305
bbcnews,10157715012282217,https://m.facebook.com/story.php?story_fbid=10157715012282217&id=228735667216,12.649166666666664,Facebook's new video calls let 50 people drop in,1.0,7323.0,292.0,1443
bbcnews,10157714854202217,https://m.facebook.com/story.php?story_fbid=10157714854202217&id=228735667216,13.622777777777774,How has the lockdown affected US crime?,1.0,2014.0,255.0,333
bbcnews,10157714614057217,https://m.facebook.com/story.php?story_fbid=10157714614057217&id=228735667216,14.743611111111115,'Disappointing' advancements in UK-EU trade talks,1.0,969.0,508.0,427
bbcnews,10157714466912217,https://m.facebook.com/story.php?story_fbid=10157714466912217&id=228735667216,15.293888888888885,China rejects calls for inquiry into virus origins,1.0,4571.0,2295.0,6508
bbcnews,10157714330822217,https://m.facebook.com/story.php?story_fbid=10157714330822217&id=228735667216,15.723611111111113,'Our wedding is cancelled but we still have to pay',1.0,1762.0,730.0,814
bbcnews,10157714124082217,https://m.facebook.com/story.php?story_fbid=10157714124082217&id=228735667216,16.759444444444444,The Americans who can't wash their hands at home,1.0,3014.0,1022.0,2077
cnn,10160779392861509,https://m.facebook.com/story.php?story_fbid=10160779392861509&id=5550296508,1.1302777777777775,These books are gaining ground in an Alaskan town after a school board voted to remove them from class,1.0,179.0,29.0,57
cnn,10160779353471509,https://m.facebook.com/story.php?story_fbid=10160779353471509&id=5550296508,1.2519444444444443,This is what coronavirus capitalism looks like | Analysis,1.0,248.0,146.0,170
cnn,10160779257556509,https://m.facebook.com/story.php?story_fbid=10160779257556509&id=5550296508,1.7730555555555556,China is installing surveillance camera outside people's front doors ... and sometimes inside their homes,1.0,251.0,203.0,208
cnn,10160779166446509,https://m.facebook.com/story.php?story_fbid=10160779166446509&id=5550296508,2.2752777777777777,Olympics could be canceled if coronavirus persists next year,1.0,1091.0,147.0,188
cnn,10160779108826509,https://m.facebook.com/story.php?story_fbid=10160779108826509&id=5550296508,2.7694444444444444,New Zealand says it has 'eliminated' the virus. Here's how the country did it,1.0,1539.0,203.0,462
cnn,10160779046581509,https://m.facebook.com/story.php?story_fbid=10160779046581509&id=5550296508,3.26,Accidental disinfectant poisonings in children on the rise during pandemic,1.0,275.0,227.0,98
cnn,10160778976821509,https://m.facebook.com/story.php?story_fbid=10160778976821509&id=5550296508,3.76,Experts say states easing restrictions too early may increase the US coronavirus death toll,1.0,797.0,405.0,432
cnn,10160778922466509,https://m.facebook.com/story.php?story_fbid=10160778922466509&id=5550296508,4.260833333333333,How to effectively motivate your kids during the pandemic,1.0,293.0,111.0,147
cnn,10160778861846509,https://m.facebook.com/story.php?story_fbid=10160778861846509&id=5550296508,4.761111111111111,103 veterans have died between 2 residential and long-term care facilities in Massachusetts,1.0,545.0,141.0,319
cnn,10160778782451509,https://m.facebook.com/story.php?story_fbid=10160778782451509&id=5550296508,5.273333333333333,The President of El Salvador has authorized lethal force by police and military against gangs after a deadly weekend,1.0,1485.0,217.0,340
cnn,10160778735246509,https://m.facebook.com/story.php?story_fbid=10160778735246509&id=5550296508,5.772222222222222,'This isn't essential': Employees at Tyson dog treat factory plead with company to shut down plant after first Covid-19 death,1.0,298.0,75.0,84
cnn,10160778675771509,https://m.facebook.com/story.php?story_fbid=10160778675771509&id=5550296508,6.26,Turkey is sending medical supplies to the US,1.0,2540.0,383.0,638
cnn,10160778626016509,https://m.facebook.com/story.php?story_fbid=10160778626016509&id=5550296508,6.759722222222222,JetBlue to become first major US airline to require passengers to wear face coverings,1.0,2419.0,243.0,496
cnn,10160778573976509,https://m.facebook.com/story.php?story_fbid=10160778573976509&id=5550296508,7.259722222222222,"The largest-ever Arctic ozone hole developed this spring. Now, scientists say it's closed.",1.0,1486.0,199.0,587
cnn,10160778504276509,https://m.facebook.com/story.php?story_fbid=10160778504276509&id=5550296508,7.775833333333333,"Contact tracing 101: How it works, who could get hired, and why it's so critical in fighting coronavirus",1.0,318.0,83.0,151
cnn,10160778426096509,https://m.facebook.com/story.php?story_fbid=10160778426096509&id=5550296508,8.293055555555558,"Coronavirus could be tied to a rare but serious illness in children, UK doctors say",1.0,1026.0,328.0,1136
cnn,10160778369481509,https://m.facebook.com/story.php?story_fbid=10160778369481509&id=5550296508,8.761111111111111,"Deaths spiked as Covid-19 spread in March and April, new analysis finds",1.0,443.0,318.0,232
cnn,10160778295696509,https://m.facebook.com/story.php?story_fbid=10160778295696509&id=5550296508,9.275833333333333,Some Florida seniors isolated with Alzheimer's and dementia due to the pandemic are getting robotic therapy pets,1.0,1306.0,141.0,235
cnn,10160778237421509,https://m.facebook.com/story.php?story_fbid=10160778237421509&id=5550296508,9.765555555555556,The first medical doctor to play in the NFL went from a Super Bowl win to the coronavirus front line,1.0,7064.0,243.0,946
cnn,10160778176531509,https://m.facebook.com/story.php?story_fbid=10160778176531509&id=5550296508,10.2925,Some island lizard species evolve to survive hurricanes -- the key is bigger toe pads,1.0,400.0,79.0,112
cnn,10160778116786509,https://m.facebook.com/story.php?story_fbid=10160778116786509&id=5550296508,10.755555555555556,Colorado and Nevada join Western States Pact as states work on unified coronavirus strategy,1.0,1363.0,176.0,245
cnn,10160777992936509,https://m.facebook.com/story.php?story_fbid=10160777992936509&id=5550296508,11.265555555555556,Illinois man who spent retirement delivering handmade crosses to mass shootings has weeks to live,1.0,1688.0,552.0,1151
cnn,10160777920336509,https://m.facebook.com/story.php?story_fbid=10160777920336509&id=5550296508,11.709166666666668,"Neanderthal fathers were younger than homo sapians, but mothers were older, study says",1.0,539.0,281.0,275
cnn,10160777800556509,https://m.facebook.com/story.php?story_fbid=10160777800556509&id=5550296508,12.258888888888887,Families sue Atlanta senior-care facility at heart of deadly Covid-19 outbreak,1.0,644.0,144.0,225
cnn,10160777688296509,https://m.facebook.com/story.php?story_fbid=10160777688296509&id=5550296508,12.755,Trump said he takes no responsibility for any spike in people using disinfectants improperly,1.0,2998.0,4200.0,3960
cnn,10160777610636509,https://m.facebook.com/story.php?story_fbid=10160777610636509&id=5550296508,13.226666666666668,Lakers return $4.6 million coronavirus relief loan,1.0,2508.0,700.0,1415
cnn,10160777530341509,https://m.facebook.com/story.php?story_fbid=10160777530341509&id=5550296508,13.754166666666665,Number of coronavirus cases on second US navy warship hit by outbreak nears 50,1.0,1724.0,393.0,1116
cnn,10160777435061509,https://m.facebook.com/story.php?story_fbid=10160777435061509&id=5550296508,14.360555555555555,Pentagon officially releases UFO videos,1.0,4658.0,1439.0,7400
cnn,10160777360661509,https://m.facebook.com/story.php?story_fbid=10160777360661509&id=5550296508,14.7575,Texas governor will allow state's stay-at-home order to end on Thursday and open businesses Friday,1.0,1309.0,676.0,621
cnn,10160777239456509,https://m.facebook.com/story.php?story_fbid=10160777239456509&id=5550296508,15.292777777777774,Michelle Obama says 'Becoming' documentary coming to Netflix next month,1.0,10534.0,1326.0,2927
cnn,10160777097126509,https://m.facebook.com/story.php?story_fbid=10160777097126509&id=5550296508,15.766666666666667,Scientists create glow-in-the-dark plants,1.0,790.0,180.0,374
cnn,10160776991546509,https://m.facebook.com/story.php?story_fbid=10160776991546509&id=5550296508,16.294166666666666,Blue Angels and Thunderbirds will fly over New York and other cities to salute first responders,1.0,7565.0,973.0,2199
cnn,10160776972316509,https://m.facebook.com/story.php?story_fbid=10160776972316509&id=5550296508,16.4,Airbnb will make some property owners wait 24 hours between guests,1.0,739.0,111.0,172
cnn,10160776778581509,https://m.facebook.com/story.php?story_fbid=10160776778581509&id=5550296508,17.259166666666665,"At West Point, is Trump speaking worth the risk? | Opinion",1.0,745.0,1471.0,501
cnn,10160776639641509,https://m.facebook.com/story.php?story_fbid=10160776639641509&id=5550296508,17.763333333333332,Why Trump failed his nation | Opinion,1.0,8840.0,3589.0,17803
cnn,10160776523416509,https://m.facebook.com/story.php?story_fbid=10160776523416509&id=5550296508,18.310277777777774,"Insurers can sue to collect billions in Obamacare dispute, Supreme Court rules",1.0,1026.0,198.0,164
cnn,10160776484366509,https://m.facebook.com/story.php?story_fbid=10160776484366509&id=5550296508,18.48,Republicans' Senate majority is now in very real jeopardy | Analysis,1.0,3304.0,1354.0,2278
cnn,10160776315861509,https://m.facebook.com/story.php?story_fbid=10160776315861509&id=5550296508,19.27138888888889,Navarro rejects fellow WH adviser's 'gloom and doom' outlook on economy,1.0,294.0,316.0,98
cnn,10160776167876509,https://m.facebook.com/story.php?story_fbid=10160776167876509&id=5550296508,19.761111111111113,Donald Trump's big coronavirus sacrifice? Lunch. | Analysis,1.0,930.0,1281.0,385
cnn,10160776072786509,https://m.facebook.com/story.php?story_fbid=10160776072786509&id=5550296508,20.272777777777776,"Getting schools back open could take distancing, disinfecting and a lot of handwashing",1.0,468.0,206.0,201
cnn,10160775970171509,https://m.facebook.com/story.php?story_fbid=10160775970171509&id=5550296508,20.744166666666672,A cattle farmer explains why you can't find beef in stores | Opinion,1.0,860.0,305.0,359
cnn,10160775822621509,https://m.facebook.com/story.php?story_fbid=10160775822621509&id=5550296508,21.31055555555556,"Supreme Court avoids new Second Amendment ruling, dealing blow to gun rights advocates",1.0,1418.0,264.0,273
cnn,10160775695706509,https://m.facebook.com/story.php?story_fbid=10160775695706509&id=5550296508,21.76833333333333,Tom Hanks and Rita Wilson hope their blood helps the coronavirus fight,1.0,4632.0,461.0,1208
cnn,10160775578096509,https://m.facebook.com/story.php?story_fbid=10160775578096509&id=5550296508,22.273611111111112,Trump's stage is caving in. Bring on the doctors.,1.0,3903.0,1269.0,5107
cnn,10160775332736509,https://m.facebook.com/story.php?story_fbid=10160775332736509&id=5550296508,22.766111111111112,"It's wrong to use two spaces between sentences, Microsoft Word says",1.0,4485.0,1516.0,4988
cnn,10160775355226509,https://m.facebook.com/story.php?story_fbid=10160775355226509&id=5550296508,23.242777777777782,"22 hrs ·
Stocks are pointing to a higher open as investors cheer more help from global central banks to combat the Covid-19 induced economic slowdown. The Bank of Japan expanded stimulus efforts Monday. The move comes ahead of meetings later this week from the Federal Reserve and European Central Bank. But the recent turmoil in the oil market continues to wreak havoc on the energy industry. Driller Diamond Offshore announced plans to file for bankruptcy protection.",0.0,289.0,111.0,65
cnn,10160775352831509,https://m.facebook.com/story.php?story_fbid=10160775352831509&id=5550296508,23.2575,Can you pay the rent on May 1? Here's what to do if you can't,1.0,432.0,203.0,296
cnn,10160775177011509,https://m.facebook.com/story.php?story_fbid=10160775177011509&id=5550296508,0.1875,"White House may scale back coronavirus task force meetings soon, source says",1.0,1145.0,1415.0,426
cnn,10160775111731509,https://m.facebook.com/story.php?story_fbid=10160775111731509&id=5550296508,0.6261111111111111,Reopening US states are taking their first steps toward a new normal,1.0,609.0,293.0,130
cnn,10160775037901509,https://m.facebook.com/story.php?story_fbid=10160775037901509&id=5550296508,1.1658333333333333,Exclusive: She's been falsely accused of starting the coronavirus. Her life has been turned upside down.,1.0,1305.0,690.0,1018
cnn,10160774951241509,https://m.facebook.com/story.php?story_fbid=10160774951241509&id=5550296508,1.6747222222222222,House Speaker Nancy Pelosi endorses Joe Biden for president,1.0,8409.0,1963.0,2086
cnn,10160774860136509,https://m.facebook.com/story.php?story_fbid=10160774860136509&id=5550296508,2.2719444444444443,Trump is driving Birx's balancing act to the limit | Analysis,1.0,820.0,1006.0,212
cnn,10160774794341509,https://m.facebook.com/story.php?story_fbid=10160774794341509&id=5550296508,2.7608333333333333,"New Zealand claims it has 'eliminated' coronavirus, with new cases in single digits",1.0,34160.0,1839.0,9732
cnn,10160774741576509,https://m.facebook.com/story.php?story_fbid=10160774741576509&id=5550296508,3.2444444444444445,DACA recipients shocked to learn that ICE has access to their information,1.0,352.0,226.0,188
cnn,10160774674241509,https://m.facebook.com/story.php?story_fbid=10160774674241509&id=5550296508,3.855,Boris Johnson warns against relaxing UK lockdown as he returns to work following Covid-19 illness,1.0,3113.0,407.0,702
cnn,10160774654626509,https://m.facebook.com/story.php?story_fbid=10160774654626509&id=5550296508,4.010833333333333,China says all hospitalized coronavirus patients in Wuhan have been discharged,1.0,2197.0,845.0,1479
cnn,10160774555986509,https://m.facebook.com/story.php?story_fbid=10160774555986509&id=5550296508,4.655277777777778,Coronavirus cases in the United States are nearing 1 million,1.0,2880.0,934.0,2204
cnn,10160774425716509,https://m.facebook.com/story.php?story_fbid=10160774425716509&id=5550296508,5.7605555555555545,"15 countries, 16 people. How workers are coping with coronavirus",1.0,334.0,74.0,123
cnn,10160774300966509,https://m.facebook.com/story.php?story_fbid=10160774300966509&id=5550296508,6.759722222222222,"'The food supply chain is breaking,' Tyson says as plants close",1.0,3101.0,1596.0,6158
cnn,10160774221191509,https://m.facebook.com/story.php?story_fbid=10160774221191509&id=5550296508,7.276666666666666,Researchers studying a common heartburn drug as treatment for Covid-19,1.0,2102.0,614.0,2964
cnn,10160774172886509,https://m.facebook.com/story.php?story_fbid=10160774172886509&id=5550296508,7.760277777777778,"Preliminary results from a remdesivir trial could come in a week or two, researcher says",1.0,2044.0,217.0,523
cnn,10160774139171509,https://m.facebook.com/story.php?story_fbid=10160774139171509&id=5550296508,8.136944444444444,The virus hunters who search bat caves to predict the next pandemic,1.0,1222.0,494.0,621
cnn,10160774008296509,https://m.facebook.com/story.php?story_fbid=10160774008296509&id=5550296508,9.260833333333334,Last remaining patient from the El Paso Walmart mass shooting dies,1.0,1564.0,380.0,1130
cnn,10160773916426509,https://m.facebook.com/story.php?story_fbid=10160773916426509&id=5550296508,9.754444444444443,Bill Gates explains how the United States can safely ease coronavirus restrictions,1.0,2716.0,1398.0,1864
cnn,10160773852811509,https://m.facebook.com/story.php?story_fbid=10160773852811509&id=5550296508,10.256666666666666,Some scientists are using sewage to measure the prevalence of coronavirus in their communities,1.0,730.0,223.0,331
cnn,10160773788846509,https://m.facebook.com/story.php?story_fbid=10160773788846509&id=5550296508,10.761388888888886,Some law enforcement and politicians clash over coronavirus orders,1.0,792.0,481.0,249
cnn,10160773649731509,https://m.facebook.com/story.php?story_fbid=10160773649731509&id=5550296508,11.293611111111113,"NBA to reopen facilities in states relaxing stay-at-home orders, report says",1.0,586.0,202.0,193
cnn,10160773553636509,https://m.facebook.com/story.php?story_fbid=10160773553636509&id=5550296508,11.774444444444445,People are buying pulse oximeters to try and detect coronavirus at home. Do you need one?,1.0,976.0,416.0,549
cnn,10160773448271509,https://m.facebook.com/story.php?story_fbid=10160773448271509&id=5550296508,12.266944444444444,People crowd Southern California beaches despite coronavirus concerns,1.0,7881.0,3635.0,17060
cnn,10160773373706509,https://m.facebook.com/story.php?story_fbid=10160773373706509&id=5550296508,12.761666666666667,Kristin Cavallari and Jay Cutler are divorcing after 10 years together,1.0,622.0,756.0,143
cnn,10160773246711509,https://m.facebook.com/story.php?story_fbid=10160773246711509&id=5550296508,13.227777777777776,"Maryland gets 'hundreds of calls' about disinfectants' effectiveness to treat Covid-19, governor says",1.0,1259.0,2196.0,1950
cnn,10160773139421509,https://m.facebook.com/story.php?story_fbid=10160773139421509&id=5550296508,13.774166666666664,Wuhan is on a slow path back to normality after 76-day coronavirus lockdown,1.0,1065.0,285.0,398
cnn,10160773035741509,https://m.facebook.com/story.php?story_fbid=10160773035741509&id=5550296508,14.258611111111113,Trump denies he is about to fire Health and Human Services Secretary Alex Azar,1.0,345.0,726.0,129
cnn,10160772925631509,https://m.facebook.com/story.php?story_fbid=10160772925631509&id=5550296508,14.702777777777778,Birx says US needs a testing 'breakthrough' to screen large numbers of people,1.0,1251.0,826.0,805
cnn,10160772754626509,https://m.facebook.com/story.php?story_fbid=10160772754626509&id=5550296508,15.290277777777776,Meat processing plants across the US are closing due to the pandemic. Will consumers feel the impact?,1.0,801.0,475.0,636
cnn,10160772611961509,https://m.facebook.com/story.php?story_fbid=10160772611961509&id=5550296508,15.706944444444444,People receiving stimulus checks get letter signed by President Trump,1.0,2420.0,3468.0,3098
cnn,10160772433311509,https://m.facebook.com/story.php?story_fbid=10160772433311509&id=5550296508,16.343333333333334,An aggrieved Trump blames press for furor over disinfectant comments as Birx defends him | Analysis,1.0,1043.0,2901.0,582
cnn,10160772326821509,https://m.facebook.com/story.php?story_fbid=10160772326821509&id=5550296508,16.767222222222227,All patients have been discharged from the USNS Comfort,1.0,5124.0,538.0,1301
